,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
140439,vg4xS59NPfIYsloHc66ZPg,TLC Truth Love Creativity,,Tucson,TN,85743,32.3324642,-111.2129616,4.5,6,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Performing Arts, Beauty & Spas, Professional Services, Life Coach, Reiki, Education, Arts & Entertainment, Naturopathic/Holistic, Health Retreats, Massage Therapy, Counseling & Mental Health, Health & Medical, Hotels & Travel, Health Coach, Specialty Schools, Massage, Doctors","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '12:0-17:0', 'Saturday': '10:0-20:0', 'Sunday': '12:0-16:0'}"
140458,ee_5d-npDGZbrT0lp-zFhw,Florida Auto Service Center,2316 SR 580,Clearwater,PA,33763,28.0197431,-82.7418576,4.5,8,1,{'BusinessAcceptsCreditCards': 'True'},"Tires, Hotels & Travel, Auto Repair, Oil Change Stations, Car Rental, Automotive, Auto Parts & Supplies","{'Monday': '7:30-17:30', 'Tuesday': '7:30-17:30', 'Wednesday': '7:30-17:30', 'Thursday': '7:30-17:30', 'Friday': '7:30-17:30', 'Saturday': '9:0-13:0'}"
140477,flwTygbGjAB-0KGrdYIB_A,Thrifty Car Rental,5405 Airport Service Rd,TAMPA AP,TN,33607,27.9610247864,-82.5359473813,2.0,16,1,,"Car Rental, Hotels & Travel","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}"
140485,upOk1S4_-47JuD6GtaA1KQ,Lansdale Septa Station,109 W Main St And Madison Ave,Lansdale,ID,19446,40.2432578,-75.2865516,3.5,6,1,,"Train Stations, Hotels & Travel",
140511,KuwI8tQ0A-kBPlS8YLAFQw,The Whitney Hotel,610 Poydras St,New Orleans,AB,70130,29.9491258228,-90.0697484188,3.0,61,1,"{'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Hotels, Event Planning & Services, Hotels & Travel",
140520,KPjkXop27x5NHsol_85y_A,Red Roof Inn,32000 US Hwy 19 N,Palm Harbor,FL,34684,28.0626773,-82.7394484,1.5,10,0,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Hotels, Event Planning & Services",
140528,hSziErXSdjiWYEGDo4ywyA,I Glide,2600 Benjamin Franklin Pkwy,Philadelphia,PA,19130,39.9647337,-75.179406,4.5,7,0,,"Arts & Entertainment, Hotels & Travel, Tours, Local Flavor",
140564,jns4otEHFPc_M6EgrTxU6A,Fairmont Macdonald Fitness Centre,"Fairmont Hotel Macdonald, 10065 100 Street, lower level",Edmonton,TN,T5J 0N6,53.5393551,-113.4891139,4.0,15,1,"{'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'AcceptsInsurance': 'True', 'DogsAllowed': 'False', 'ByAppointmentOnly': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '3'}","Beauty & Spas, Gyms, Event Planning & Services, Active Life, Hotels & Travel, Fitness & Instruction, Swimming Pools, Hotels, Massage","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}"
140585,QxJbExGfnnbx3ua_PQHlTQ,Diamond Transportation,"6885 N Oracle Rd, Ste F",Tucson,NV,85704,32.3318817,-110.9783029,5.0,6,1,,"Bus Tours, Airport Shuttles, Tours, Transportation, Limos, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
140596,u4E1Pf0UU7MNdOWHrOXBMg,Timberlane Campground,117 Timberlane Rd,Clarksboro,PA,08020,39.806433,-75.2387906,3.0,26,1,,"Hotels & Travel, RV Parks","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}"
140628,Hy7qQD2n0ujHFqt2Z0MBmQ,Gateway Arch Riverboats,50 S Leonor K Sullivan Blvd,Saint Louis,NJ,63102,38.6245610534,-90.1846302613,3.0,72,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Boat Charters, Hotels & Travel, Buffets, Tours, Event Planning & Services, Local Flavor, Nightlife, Jazz & Blues, Arts & Entertainment, Restaurants",
140660,pOQI7IQUzlNPL_tsxEIsvA,Oasis Motel,70 Westbank Expy,Gretna,AB,70053,29.913195,-90.049384,3.5,8,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
140680,DFU5vvLghGmh9MQ9uiiHkw,Bayshore Limo,3923 W Barcelona St,Tampa,NV,33629,27.9220856,-82.5098841,5.0,7,1,,"Tours, Limos, Transportation, Hotels & Travel, Airport Shuttles","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
140705,Nf5DHHtLkeHAMQai8v1PRw,American Limo & Transportation,"3432 Sr 580, Unit 436",Safety Harbor,ID,34695,28.0300145,-82.6949167,4.5,15,1,,"Party Bus Rentals, Transportation, Event Planning & Services, Hotels & Travel, Limos, Taxis, Airport Shuttles, Health & Medical, Medical Transportation","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}"
140709,rB6z5upjjIH1_hi60XOxRA,United Access,9389 Natural Bridge Rd,Saint Louis,IN,63134,38.7260617,-90.3385485,2.0,8,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Medical Supplies, Auto Parts & Supplies, Auto Customization, Car Dealers, Hotels & Travel, Car Rental, Shopping, Auto Repair, Mobility Equipment Sales & Services, Automotive","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
140716,ApQVCHPl-8ualMxQiCbKjQ,Motel 6,701 Stewart's Ferry Pike,Nashville,IN,37214,36.1548304,-86.6257528,2.5,30,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
140788,suFQTjOdHk2LM-t0jV98jA,La Quinta Inn by Wyndham Indianapolis North at Pyramids,3880 West 92nd St,Indianapolis,PA,46268,39.920051,-86.228269,2.5,24,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
140800,PZQm3mI8UbW-93bo5ncfAA,Red Roof Inn & Suites Philadelphia - Bellmawr,217 S Black Horse Pike,Bellmawr,FL,08031,39.8639123529,-75.0783441176,2.0,22,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-23:59', 'Tuesday': '0:0-23:59', 'Wednesday': '0:0-23:59', 'Thursday': '0:0-23:59', 'Friday': '0:0-23:59', 'Saturday': '0:0-23:59', 'Sunday': '0:0-23:59'}"
140818,lzkohMTwd7WJJuylkW8nlQ,Hyatt Place,18004 100 Avenue Northwest,Edmonton,PA,T5S 2T6,53.5386485,-113.633168,4.0,12,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
140863,RCW8TubyS43nYJY9z8wq7w,Channel Islands Expeditions,301 W Cabrillo Blvd,Santa Barbara,FL,93109,34.4083276194,-119.6915160386,5.0,77,1,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'True', 'WheelchairAccessible': 'False', 'WiFi': ""u'no'"", 'DogsAllowed': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Hotels & Travel, Boating, Tours, Snorkeling, Active Life, Rafting/Kayaking, Whale Watching Tours","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}"
140874,ipkRCb5KmXayohw3R8BWKA,Total Access Mobility Services,500 Port Of New Orleans Pl,New Orleans,MO,70130,29.9437737,-90.0620502,5.0,8,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False'}","Medical Transportation, Health & Medical, Bike Rentals, Tours, Active Life, Travel Services, Hotels & Travel, Medical Supplies, Mobility Equipment Sales & Services, Shopping, Automotive","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
140881,hzqqvet8UT8RtogzmhqeyQ,Simonik Transportation & Warehousing Group,122A Kissel Rd Burlington Nj,Burlington,FL,08016,40.041269784,-74.8472493251,2.5,17,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Self Storage, Local Services, Home Services, Transportation, Movers, Hotels & Travel","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0'}"
140909,0vj-32tNtrQ98SX8oCG60w,Laclede Cab,600 S Vandeventer Ave,Saint Louis,LA,63110,38.630927,-90.2439639,2.0,90,1,"{'WiFi': ""u'no'""}","Hotels & Travel, Taxis, Transportation","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
140919,ZIJ4CBC-hSawhM7w7JetSQ,Reno Stead Airport,4895 Texas Ave,Reno,FL,89506,39.6595373,-119.8732489,5.0,12,1,"{'WiFi': ""'free'""}","Airports, Hotels & Travel",
140953,rbdrXQaGIAq5cMhQhibb4g,New Orleans RV Resort & Marina,6001 France Rd,New Orleans,ID,70126,30.0262294,-90.0336558,3.5,75,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True'}","RV Parks, Vacation Rentals, Hotels & Travel, Automotive, Active Life, Marinas","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
140964,cxB31SdS6anItwCmTOKtNg,International House Hotel,221 Camp St,New Orleans,AZ,70130,29.9512243,-90.0689468,3.5,220,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Hotels, Event Planning & Services",
140971,BqYE3KgtQ4QERK9MEDnC5g,1st Class Limo & Car Service,,Tampa,IN,34655,28.185653,-82.6807458,5.0,21,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels & Travel, Taxis, Party Bus Rentals, Limos, Transportation, Airport Shuttles, Town Car Service","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
141080,VSzHlisoR5VXFabWIryPbQ,FastPark & Relax,6970 S Tucson Blvd,Tucson,FL,85756,32.125233,-110.9350861,4.5,43,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'""}","Airport Shuttles, Travel Services, Transportation, Parking, Automotive, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
141108,9rbgB_kZx2ZBbRWqjwPYSA,Uber,,Tucson,FL,85701,32.2310563722,-110.9550474078,2.0,28,1,,"Hotels & Travel, Taxis, Transportation",
141136,NQiukuPvLCOZQNUOljy-hA,Days Inn by Wyndham Bordentown,1073 US Hwy 206 North,Bordentown,IN,08505,40.1292934068,-74.7041781218,3.0,13,0,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
141148,yH8eLJRu37nV5ivWxXSvOw,Pennsylvania Turnpike Commission,251 Flint Hill Rd,King of Prussia,PA,19406,40.0957962,-75.3425843,2.0,8,1,,"Transportation, Hotels & Travel",
141172,GsA9nwXBJzXleoiuog1U3w,The Row Reno,345 N Virginia St,Reno,MO,89501,39.528799,-119.8143538088,2.5,8,1,,"Casinos, Food Court, Shopping Centers, Arts & Entertainment, Resorts, Hotels & Travel, Shopping, Restaurants",
141210,YQb4aDnAm7Ytd6lcxOJk6w,Hyatt Place Nashville/Franklin/Cool Springs,650 Bakers Bridge Ave,Franklin,FL,37067,35.9608774,-86.8060097,3.0,36,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
141322,pg3LkB4AE0dRRbTtPUhbQQ,"Country Inn & Suites by Radisson, Boise West, ID",3355 E Pine Ave,Meridian,FL,83642,43.611367,-116.3530335,3.0,26,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False'}","Event Planning & Services, Hotels, Hotels & Travel, Bed & Breakfast","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
141340,k4MC2FMdRj8wqUw9rXGe9Q,Coral Cab,7660 56th St N,Pinellas Park,PA,33781,27.8410955,-82.710497,5.0,6,1,,"Airport Shuttles, Taxis, Transportation, Couriers & Delivery Services, Hotels & Travel, Local Services","{'Monday': '0:0-23:55', 'Tuesday': '0:0-23:55', 'Wednesday': '0:0-23:55', 'Thursday': '0:0-23:55', 'Friday': '0:0-23:55', 'Saturday': '0:0-23:55', 'Sunday': '0:0-23:55'}"
141396,0MziKGg-69f-KHv5HOBMFw,Mira Vista Resort,7501 N Wade Rd,Tucson,FL,85743,32.3414441,-111.1163064691,4.5,13,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels, Resorts, Hotels & Travel",
141403,n8hSbG1f7FnqEz3TQ2x7uw,Palm Court Motel,2090 Bayshore Blvd,Dunedin,IN,34698,28.040485,-82.7841544,4.5,23,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-0:0'}"
141438,iUH0_FKhvjn1BssunxvI6w,Comfort Inn East,2295 N Shadeland,Indianapolis,PA,46219,39.799773,-86.0448433228,2.0,9,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
141440,EEbKsmWBhkjWEzEFWsnEZA,Le Méridien New Orleans,333 Poydras St,New Orleans,AZ,70130,29.9489972174,-90.0663200696,3.0,254,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'WiFi': ""u'paid'"", 'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False'}","Event Planning & Services, Hotels & Travel, Hotels, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
141461,huanJ55zbuaZ9Yv7FiwtgA,Gold Coast Limousines,"3463 State St, Ste 408",Santa Maria,TN,93105,34.440337,-119.738683,5.0,38,1,{'BusinessAcceptsCreditCards': 'True'},"Food, Event Planning & Services, Wineries, Hotels & Travel, Party Bus Rentals, Airport Shuttles, Wine Tours, Arts & Entertainment, Tours, Transportation, Limos","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}"
141468,Y7oDwFLLv6m6dxm2wu5txg,Bel-Air Motor Lodge,2800 Rt. 73 North,Maple Shade,FL,08052,39.93787,-74.969476,2.0,10,1,{'RestaurantsPriceRange2': '1'},"Event Planning & Services, Hotels & Travel, Hotels",
141478,cM62mo1hnlnjNWJ6LQMITQ,Advantage Rent A Car,1 Scott Way,Tinicum Township,FL,19113,39.8741528,-75.2625182,1.0,24,0,,"Hotels & Travel, Car Rental","{'Monday': '7:0-19:30', 'Tuesday': '7:0-19:30', 'Wednesday': '7:0-19:30', 'Thursday': '7:0-19:30', 'Friday': '7:0-19:30', 'Saturday': '7:0-19:30', 'Sunday': '7:0-19:30'}"
141497,EDRhPfxELquxtMOGuNKFTw,Pass-A-Grille Beach,,Pass-a-Grille Beach,TN,33706,27.691614151,-82.7380447388,4.5,152,1,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True'}","Active Life, Event Planning & Services, Hotels & Travel, Hotels, Restaurants, Beaches","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
141530,z2K-jFZhP7Em0Ol6p8V6kw,IHSP Santa Barbara,111 N Milpas St,Santa Barbara,FL,93103,34.4227504,-119.6808805,2.5,20,0,,"Hotels & Travel, Hostels","{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-0:0', 'Saturday': '7:0-0:0', 'Sunday': '7:0-23:0'}"
141542,XxNc-KmTx7kM80UBfXVWfg,Hachland Hill,5396 Rawlings Rd,Joelton,MO,37080,36.3102239139,-86.904784689,5.0,7,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Venues & Event Spaces, Event Planning & Services, Hotels & Travel, Bed & Breakfast, Team Building Activities, Wedding Planning, Caterers","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
141622,GmXC3CBu172Bkb0c6RnO7w,Restaurant R'evolution,777 Bienville St,New Orleans,AZ,70130,29.9554435,-90.0681471,4.5,1210,1,"{'RestaurantsAttire': ""u'dressy'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '4', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'WiFi': ""u'free'"", 'Caters': 'False', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'WheelchairAccessible': 'True', 'OutdoorSeating': 'None', 'RestaurantsTakeOut': 'None', 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False'}","Event Planning & Services, Hotels, Cajun/Creole, Restaurants, Seafood, Southern, Hotels & Travel","{'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}"
141640,96T6UetMqA97OFt29BqhdA,Nordvind Resort,12700 Gulf Blvd,Treasure Is,PA,33706,27.7806998,-82.7823855,3.0,6,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Hotels & Travel",
141658,QT-G3XRlF5AOExwOuwLOLA,Quality Inn & Suites,5011 North Lafayette Rd,Indianapolis,ID,46254,39.843171,-86.252426,1.5,8,1,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
141664,-QqxJ3oIczVKt1inXYlR1g,Hotel Villa Convento,616 Ursulines Ave,New Orleans,AZ,70116,29.960763293,-90.0614050894,4.0,88,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}"
141686,hvhMMkV0D63DhlzelzX20g,Music City Greeter,501 Broadway,Nashville,PA,37203,36.15913,-86.778492,5.0,9,1,,"Historical Tours, Hotels & Travel, Tours, Walking Tours","{'Wednesday': '10:0-11:0', 'Thursday': '10:0-11:0', 'Friday': '10:0-11:0', 'Saturday': '10:0-11:0'}"
141727,VX0xVOiqNAIgG-MRnrRGaw,Krapf's Coaches,1060 Saunders Ln,West Chester,PA,19380,39.9856278,-75.5943921,2.0,5,1,,"Public Transportation, Limos, Transportation, Hotels & Travel",
141729,PkbO38jzcGxTrwb33433vQ,Enterprise Rent-A-Car,50 W Clements Bridge Rd,Runnemede,PA,08078,39.8477000469,-75.0739681721,3.0,7,1,,"Hotels & Travel, Car Rental","{'Monday': '0:0-0:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-12:0'}"
141798,p8Oy-VdcS3rL_4DAIa44QA,AAA South Jersey Voorhees Office,700 Laurel Oak Rd,Voorhees,FL,08043,39.8455338,-74.9829379,3.5,13,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Auto Repair, Travel Services, Financial Services, Towing, Hotels & Travel, Insurance, Financial Advising, Tours","{'Monday': '0:0-0:0', 'Tuesday': '8:45-17:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0'}"
141806,K8SqWp6GVBV4rmi0kb4Kgw,The George & Leah McKenna Museum of African American Art,2003 Carondelet St,New Orleans,FL,70130,29.9364755,-90.0800695,5.0,5,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Local Flavor, Venues & Event Spaces, Museums, Arts & Entertainment, Hotels & Travel, Art Tours, Tours, Art Museums","{'Thursday': '11:0-16:0', 'Friday': '11:0-16:0', 'Saturday': '11:0-16:0'}"
